,ID,SMILES,IC50 (uM)
567,155537455,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NNCCC#N.C(=O)(C(F)(F)F)O,0.172
568,155539714,CCCN(CCC)NC(=O)/C=C/C1=CC=C(C=C1)CNCCC2=C(NC3=CC=CC=C32)C.C(=O)(C(F)(F)F)O,1.366
569,155540719,CCCNNC(=O)C1=CC=CC(=C1)CN(CCC2=C(NC3=CC=CC=C32)C)C(=O)OC(C)(C)C,>5
570,155544603,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NN4CCCCC4.C(=O)(C(F)(F)F)O,>10
571,155546022,CCCNNC(=O)C1=CC=C(C=C1)CNCCC2=C(NC3=CC=CC=C32)C.C(=O)(C(F)(F)F)O,0.1075
572,155546691,CCCNNC(=O)C1=CC=C(C=C1)NCC2=CC=CC=C2,0.06748
573,155552802,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NN(C)C.C(=O)(C(F)(F)F)O,12.93
574,155557199,CCCNNC(=O)C1=CC=C(C=C1)CN(CCC2=C(NC3=CC=CC=C32)C)C(=O)OC(C)(C)C,0.2786
575,155557418,CCCNNC(=O)C1=CC=C(C=C1)CN(CC2=CC=CC=C2)C(=O)OC(C)(C)C,0.5793
576,155561265,CCCNNC(=O)/C=C/C1=CC=C(C=C1)CN(CCC2=C(NC3=CC=CC=C32)C)C(=O)OC(C)(C)C,1.298
577,155562145,CCCNNC(=O)C1=CC=C(C=C1)CNCC2=CC=CC=C2.C(=O)(C(F)(F)F)O,0.4413
578,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0.035
579,46907787,CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)Cl)C,0
580,135564749,CC1=CC(=CC(=C1OCCO)C)C2=NC3=C(C(=CC(=C3)OC)OC)C(=O)N2,0
581,155511921,CC1=C(C(=NO1)C)C2=NC3=C(C4=C(S3)CN(CC4)CCCC(=O)NO)C(=O)N2,0.282
582,155513192,CC1=C(C(=NO1)C)C2=NC3=C(C4=C(S3)CN(CC4)CCCCCC(=O)NC5=CC=CC=C5N)C(=O)N2,0.112
583,153534003,CC1=CC(=CC(=C1OCC2=CC(=CC=C2)C(=O)NO)C)C3=NC4=C(C5=C(S4)CN(CC5)C)C(=O)N3,0.251
584,152636346,CC1=CC(=CC(=C1OCCOCC2=CC=C(C=C2)/C=C/C(=O)NO)C)C3=NC4=C(C5=C(S4)CN(CC5)C)C(=O)N3,0.085
585,155535585,CC1=CC(=CC(=C1OCC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3N)C)C4=NC5=C(C6=C(S5)CN(CC6)C)C(=O)N4,0.14
586,153534005,CC1=CC(=CC(=C1OCCCCCC(=O)NO)C)C2=NC3=C(C4=C(S3)CN(CC4)C)C(=O)N2,0.058
587,155545446,CC1=CC(=CC(=C1O)C)C2=NC3=C(C4=C(S3)CN(CC4)CCCCCC(=O)NO)C(=O)N2,0.136
588,155545907,CC1=C(C(=NO1)C)C2=NC3=C(C4=C(S3)CN(CC4)CCCCCC(=O)NO)C(=O)N2,0.135
589,151364732,CC1=CC(=CC(=C1OCC2=CC=C(C=C2)/C=C/C(=O)NO)C)C3=NC4=C(C5=C(S4)CN(CC5)C)C(=O)N3,0.097
590,155554197,CC1=CC(=CC(=C1OCC2=CC(=CC=C2)C(=O)NC3=CC=CC=C3N)C)C4=NC5=C(C6=C(S5)CN(CC6)C)C(=O)N4,0.86
591,155555451,CC1=C(C(=NO1)C)C2=NC3=C(C4=C(S3)CN(CC4)CC(=O)NO)C(=O)N2,0.489
592,155555499,CC1=CC(=CC(=C1OCCCC(=O)NO)C)C2=NC3=C(C4=C(S3)CN(CC4)C)C(=O)N2,0.16
593,153534008,CC1=CC(=CC(=C1OCCCCCC(=O)NC2=CC=CC=C2N)C)C3=NC4=C(C5=C(S4)CN(CC5)C)C(=O)N3,0.17
594,155561539,CC1=C(C(=NO1)C)C2=NC3=C(C4=C(S3)CN(CC4)CC(=O)NC5=CC=CC=C5N)C(=O)N2,0.352
595,153534004,CC1=CC(=CC(=C1OCC2=CC=C(C=C2)C(=O)NO)C)C3=NC4=C(C5=C(S4)CN(CC5)C)C(=O)N3,0.105
596,13507024,C[C@@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,0.016
597,155559583,COC(=O)C1=C(C2=CC=CC=C2C=C1)OCCCCCCCC(=O)NO,3.4
598,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,1.68
599,2746,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,3.81
600,155540466,COC(=O)C1=C(C2=CC=CC=C2C=C1)OCCCCCCCC(=O)NC3=CC=CC=C3N,8.14
601,155559583,COC(=O)C1=C(C2=CC=CC=C2C=C1)OCCCCCCCC(=O)NO,7.84
602,155565698,COC(=O)C1=C(C2=CC=CC=C2C=C1)OCCCCCCCCS,0
603,12136798,C1=CC(=CN=C1)/C=C/C(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,0.45
604,155558567,C1=CC=C2C(=C1)/C(=C/C(=O)NCC3=CC=C(C=C3)C(=O)NC4=C(C=C(C=C4)F)N)/NC2=O,0.075
605,155512415,C1=CC=C(C=C1)C[C@@H](C(=O)NO)N2C=C(N=N2)C3=CC=CC=C3,0
606,6917365,COC(=O)[C@H](CC1=CC=CC=C1)N2C(=C(N=N2)C3=CC=CC=C3)C#CC4=CC=CC=C4,0
607,155542994,CNC(=O)[C@H](CC1=CC=CC=C1)N2C(=C(N=N2)C3=CC=CC=C3)C#CC4=CC=CC=C4,0
608,76853213,C1CC1C#CC2=C(N=NN2[C@@H](CC3=CC=CC=C3)C(=O)NO)C4=CC=CC=C4,>20
609,155555613,C1=CC=C(C=C1)C[C@@H](C(=O)O)N2C(=C(N=N2)C3=CC=CC=C3)C#CC4=CC=CC=C4,0
610,155557270,C1=CC=C(C=C1)C[C@H](C(=O)NO)N2C(=C(N=N2)C3=CC=CC=C3)C#CC4=CC=CC=C4,>20
611,78324068,C1=CC=C(C=C1)C[C@@H](C(=O)NO)N2C(=C(N=N2)C3=CC=CC=C3)C#CC4=CC=CC=C4,0
612,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0.035
613,137628684,C[C@@H]1CN(CCO1)C(=O)NC2=CC=C(C=C2)C3=NC4=C(C=NN4CCCCCCC(=O)NO)C(=N3)N5CCOCC5,0.00061
614,155555562,C1COCCN1C2=NC(=NC3=C2C=NN3CCCCCCC(=O)NO)C4=CC=C(C=C4)N,0.0016
615,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0.121
616,4261,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,1.19
617,155514649,B1(O[C@@H]2[C@@H]3C[C@@H](C3(C)C)C[C@@]2(O1)C)[C@H](CC(C)C)NC(=O)CNC(=O)C4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N,8.18
618,155522132,B1(O[C@@H]2[C@@H]3C[C@@H](C3(C)C)C[C@@]2(O1)C)[C@H](CC(C)C)NC(=O)[C@H](CC4=CNC5=CC=CC=C54)NC(=O)C6=CC=CC(=C6)C(=O)NC7=CC=CC=C7N,>10
619,155525782,B1(O[C@@H]2[C@@H]3C[C@@H](C3(C)C)C[C@@]2(O1)C)[C@H](CC(C)C)NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)C5=CC=C(C=C5)C(=O)NC6=CC=CC=C6N,4.76
620,155525899,B1(O[C@@H]2[C@@H]3C[C@@H](C3(C)C)C[C@@]2(O1)C)[C@H](CC(C)C)NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)C5=CC=C(C=C5)C(=O)NO,3.3
621,155526490,B1(O[C@@H]2[C@@H]3C[C@@H](C3(C)C)C[C@@]2(O1)C)[C@H](CC(C)C)NC(=O)[C@H](CC4=CNC5=CC=CC=C54)NC(=O)C6=CC=C(C=C6)C(=O)NC7=CC=CC=C7N,9.83
622,155527858,B1(O[C@@H]2[C@@H]3C[C@@H](C3(C)C)C[C@@]2(O1)C)[C@H](CC(C)C)NC(=O)CNC(=O)C4=CC(=CC=C4)C(=O)NC5=CC=CC=C5N,>10
623,155529223,B1(O[C@@H]2[C@@H]3C[C@@H](C3(C)C)C[C@@]2(O1)C)[C@H](CC(C)C)NC(=O)[C@H](CC4=CNC5=CC=CC=C54)NC(=O)C6=CC(=CC=C6)C(=O)NO,1.43
624,155529608,B1(O[C@@H]2[C@@H]3C[C@@H](C3(C)C)C[C@@]2(O1)C)[C@H](CC(C)C)NC(=O)[C@H](CC4=CNC5=CC=CC=C54)NC(=O)C6=CC=CC(=C6)/C=C/C(=O)NO,0.0108
625,155536229,B1(O[C@@H]2[C@@H]3C[C@@H](C3(C)C)C[C@@]2(O1)C)[C@H](CC(C)C)NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)C5=CC(=CC=C5)C(=O)NO,>10
626,155544266,B1(O[C@@H]2[C@@H]3C[C@@H](C3(C)C)C[C@@]2(O1)C)[C@H](CC(C)C)NC(=O)[C@H](CC4=CNC5=CC=CC=C54)NC(=O)C6=CC=C(C=C6)/C=C/C(=O)NO,0.0184
627,155545511,B1(O[C@@H]2[C@@H]3C[C@@H](C3(C)C)C[C@@]2(O1)C)[C@H](CC(C)C)NC(=O)CNC(=O)C4=CC=C(C=C4)/C=C/C(=O)NO,0.0914
628,155552130,B1(O[C@@H]2[C@@H]3C[C@@H](C3(C)C)C[C@@]2(O1)C)[C@H](CC(C)C)NC(=O)CNC(=O)C4=CC=CC(=C4)/C=C/C(=O)NO,0.071
629,155553474,B1(O[C@@H]2[C@@H]3C[C@@H](C3(C)C)C[C@@]2(O1)C)[C@H](CC(C)C)NC(=O)[C@H](CC4=CNC5=CC=CC=C54)NC(=O)C6=CC=C(C=C6)C(=O)NO,0.874
630,155557106,B1(O[C@@H]2[C@@H]3C[C@@H](C3(C)C)C[C@@]2(O1)C)[C@H](CC(C)C)NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)C5=CC=CC(=C5)C(=O)NC6=CC=CC=C6N,>10
631,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0.35
632,155525782,B1(O[C@@H]2[C@@H]3C[C@@H](C3(C)C)C[C@@]2(O1)C)[C@H](CC(C)C)NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)C5=CC=C(C=C5)C(=O)NC6=CC=CC=C6N,2.63
633,155552130,B1(O[C@@H]2[C@@H]3C[C@@H](C3(C)C)C[C@@]2(O1)C)[C@H](CC(C)C)NC(=O)CNC(=O)C4=CC=CC(=C4)/C=C/C(=O)NO,0.86
634,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0.183
635,155512401,CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)N(CCCCCC(=O)NO)CC(=O)NCC3=CC=CC=C3,0.081
636,155526258,CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)N(CC3=CC=C(C=C3)C(=O)NO)CC(=O)NCC4=CC=CC=C4,3.5
637,155551780,CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)N(CC3=CC=C(C=C3)C(=O)NC4=CC=CC=C4N)CC(=O)NCC5=CC=CC=C5,0.668
638,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0.168
639,150496562,C1=CC=C(C(=C1)NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCC(=O)NO)Cl,0.018
640,141728874,CNC1=NC(=NC=C1C(F)(F)F)NC2=CN(N=C2)CCCCCCC(=O)NO,0.037
641,141728877,C1=CC(=CC=C1NC2=NC(=NC=C2)NC3=CN(N=C3)CCCCCCC(=O)NO)F,0.018
642,141728806,C1=CC=C(C=C1)NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCCC(=O)NO,0.019
643,141728842,CNC1=NC(=NC=C1Cl)NC2=CN(N=C2)CCCCCCC(=O)NO,0.015
644,141728831,COC1=CC=C(C=C1)NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCCC(=O)NO,0.003
645,141728827,C1=CC(=CC(=C1)Cl)NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCC(=O)NO,0.004
646,141728840,C1CC1NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCCC(=O)NO,0.013
647,141728871,CCCNC1=NC(=NC=C1Cl)NC2=CN(N=C2)CCCCCCC(=O)NO,0.026
648,141728841,C1=CC(=CC(=C1)Cl)NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCCC(=O)NO,0.02
649,141728813,C1=CC(=CC=C1NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCCC(=O)NO)F,0.003
650,138377596,C1=CC(=CC=C1NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCC(=O)NO)Cl,0.002
651,141728846,C1=CC=C(C(=C1)NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCCC(=O)NO)Cl,0.01
652,141728855,C1=CC(=CC=C1NC2=NC(=NC=C2F)NC3=CN(N=C3)CCCCCCC(=O)NO)F,0.003
653,155550122,C1=CC(=CC=C1CN2C=C(C=N2)NC3=NC=C(C(=N3)NC4=CC=C(C=C4)F)Cl)/C=C/C(=O)NO,0.144
654,141728843,C1=CC(=CC=C1NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCC(=O)NO)F,>10
655,141728811,C1COCCN1C2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCCC(=O)NO,0.037
656,141728860,C1CCN(CC1)C2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCCC(=O)NO,0.04
657,141728873,C1=CC(=CC=C1NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCC(=O)NO)F,0.026
658,141728829,C1=CC(=CC=C1CN2C=C(C=N2)NC3=NC=C(C(=N3)NC4=CC=C(C=C4)F)Cl)C(=O)NO,0.062
659,141728867,C1=CC(=CC=C1NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCC(=O)NO)F,0.569
660,141728825,C1=CC(=CC=C1NC2=NC(=NC=C2C(F)(F)F)NC3=CN(N=C3)CCCCCCC(=O)NO)F,0.041
661,141728817,C1=CC(=CC=C1NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCCC(=O)NO)Cl,0.002
662,155563943,CNC1=NC(=NC=C1Cl)NC2=CN(N=C2)CCCCCC(=O)NO,0.104
663,141728845,C1=CC(=CC=C1NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCCCC(=O)NO)F,0.038
664,141728810,C1=CC(=CC=C1NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCC(=O)NO)F,>10
665,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0.22
666,141728842,CNC1=NC(=NC=C1Cl)NC2=CN(N=C2)CCCCCCC(=O)NO,0.19
667,141728841,C1=CC(=CC(=C1)Cl)NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCCC(=O)NO,0.13
668,138377596,C1=CC(=CC=C1NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCC(=O)NO)Cl,0.12
669,155550122,C1=CC(=CC=C1CN2C=C(C=N2)NC3=NC=C(C(=N3)NC4=CC=C(C=C4)F)Cl)/C=C/C(=O)NO,1
670,141728829,C1=CC(=CC=C1CN2C=C(C=N2)NC3=NC=C(C(=N3)NC4=CC=C(C=C4)F)Cl)C(=O)NO,0.73
671,141728867,C1=CC(=CC=C1NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCC(=O)NO)F,1.4
672,141728845,C1=CC(=CC=C1NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCCCC(=O)NO)F,0.43
673,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0.73
674,6918837,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO,0.00624
675,155510762,CC1=CC(=CC(=C1)C(=O)NOCC2=CC=C(C=C2)/C=C/C(=O)NO)C,1.09
676,155512623,C1=CC=C(C=C1)C2=NC(=CS2)C(=O)NOCC3=CC=C(C=C3)/C=C/C(=O)NO,11.6
677,155513254,C1=CC=C2C=C(C=CC2=C1)C(=O)NOCC3=CC=C(C=C3)/C=C/C(=O)NO,2.83
678,155515909,C1=CC=C(C=C1)NC(=O)NOCC2=CC=C(C=C2)/C=C/C(=O)NO,144
679,155517042,CC1=CC(=C(C(=C1)C)NC(=O)NOCC2=CC=C(C=C2)/C=C/C(=O)NO)C,4.21
680,155518725,CCNC(=O)NOCC1=CC=C(C=C1)/C=C/C(=O)NO,14.2
681,155527385,C1=CC=C2C(=C1)C=CC(=N2)C(=O)NOCC3=CC=C(C=C3)/C=C/C(=O)NO,0.27
682,155529646,C1=CC=C(C=C1)C(=O)NOCC2=CC=C(C=C2)/C=C/C(=O)NO,1.16
683,155542624,CCCCOC1=CC=C(C=C1)C(=O)NOCC2=CC=C(C=C2)/C=C/C(=O)NO,3
684,155543375,C1=CC=C2C(=C1)C=CN=C2C(=O)NOCC3=CC=C(C=C3)/C=C/C(=O)NO,4.48
685,155543455,C1=CC=C(C=C1)C2=CC=CC=C2NC(=O)NOCC3=CC=C(C=C3)/C=C/C(=O)NO,5.65
686,155543511,CC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)NOCC3=CC=C(C=C3)/C=C/C(=O)NO,4.81
687,155544609,CC1=CC(=CC(=C1)NC(=O)NOCC2=CC=C(C=C2)/C=C/C(=O)NO)C,1.12
688,155547606,COC1=CC=C(C=C1)NC(=O)NOCC2=CC=C(C=C2)/C=C/C(=O)NO,0.49
689,155549392,CC1=C(C2=CC=CC=C2N1)CC(=O)NOCC3=CC=C(C=C3)/C=C/C(=O)NO,2.65
690,155560660,C1=CC=C2C(=C1)C=CC=C2NC(=O)NOCC3=CC=C(C=C3)/C=C/C(=O)NO,40.3
691,155561445,COC1=CC(=CC(=C1OC)OC)C(=O)NOCC2=CC=C(C=C2)/C=C/C(=O)NO,3.14
692,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0.64
693,6918837,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO,0.00767
694,155510762,CC1=CC(=CC(=C1)C(=O)NOCC2=CC=C(C=C2)/C=C/C(=O)NO)C,0.9
695,155512623,C1=CC=C(C=C1)C2=NC(=CS2)C(=O)NOCC3=CC=C(C=C3)/C=C/C(=O)NO,19.2
696,155513254,C1=CC=C2C=C(C=CC2=C1)C(=O)NOCC3=CC=C(C=C3)/C=C/C(=O)NO,1.92
697,155515909,C1=CC=C(C=C1)NC(=O)NOCC2=CC=C(C=C2)/C=C/C(=O)NO,190
698,155517042,CC1=CC(=C(C(=C1)C)NC(=O)NOCC2=CC=C(C=C2)/C=C/C(=O)NO)C,2.29
699,155518725,CCNC(=O)NOCC1=CC=C(C=C1)/C=C/C(=O)NO,6.85
700,155527385,C1=CC=C2C(=C1)C=CC(=N2)C(=O)NOCC3=CC=C(C=C3)/C=C/C(=O)NO,1.54
701,155529646,C1=CC=C(C=C1)C(=O)NOCC2=CC=C(C=C2)/C=C/C(=O)NO,0.94
702,155542624,CCCCOC1=CC=C(C=C1)C(=O)NOCC2=CC=C(C=C2)/C=C/C(=O)NO,7.6
703,155543375,C1=CC=C2C(=C1)C=CN=C2C(=O)NOCC3=CC=C(C=C3)/C=C/C(=O)NO,1.98
704,155543455,C1=CC=C(C=C1)C2=CC=CC=C2NC(=O)NOCC3=CC=C(C=C3)/C=C/C(=O)NO,4.03
705,155543511,CC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)NOCC3=CC=C(C=C3)/C=C/C(=O)NO,3.34
706,155544609,CC1=CC(=CC(=C1)NC(=O)NOCC2=CC=C(C=C2)/C=C/C(=O)NO)C,1.54
707,155547606,COC1=CC=C(C=C1)NC(=O)NOCC2=CC=C(C=C2)/C=C/C(=O)NO,0.57
708,155549392,CC1=C(C2=CC=CC=C2N1)CC(=O)NOCC3=CC=C(C=C3)/C=C/C(=O)NO,1.12
709,155560660,C1=CC=C2C(=C1)C=CC=C2NC(=O)NOCC3=CC=C(C=C3)/C=C/C(=O)NO,43.2
710,155561445,COC1=CC(=CC(=C1OC)OC)C(=O)NOCC2=CC=C(C=C2)/C=C/C(=O)NO,6.85
711,12136798,C1=CC(=CN=C1)/C=C/C(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,0.11
712,155512474,C1=CC(=CC=C1CNC(=O)/C=C/C2=CC=NC=C2)C(=O)NC3=C(C=C(C=C3)F)N,0.15
713,57723146,C1=CC=C(C=C1)/C=C/C(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,0.14
714,155542195,C1=CC(=CN=C1)/C=C/C(=O)NCC2=CC=C(C=C2)C(=O)NC3=CC=C(C=C3)F,>100
715,155546207,C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)CNC(=O)/C=C/C3=CN=CC=C3,>100
716,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0.411
717,147254231,C1=CC=C2C(=C1)C(=C3C=CC(=CC3=C2O)C(=O)N=O)O,4.618
718,149405396,C1=CC=C2C(=C1)C(=C3C=CC(=CC3=C2O)/C=C/C(=O)N=O)O,13.62
719,146680839,C1=CC=C(C=C1)CN2C(=NN=N2)CN(CC3=CC=C(C=C3)C(=O)NO)C(=O)C4=CC=CC=C4C(F)(F)F,2.26
720,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0.096
721,49850262,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO,3.9
722,24753719,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO,0
723,134283810,CCCCCCC(CCCC(=O)NC1=CC=CC=C1)CCC(=O)NO,38
724,134283792,CCCCC(CCCC(=O)NC1=CC=CC=C1)CCC(=O)NO,18
725,134283800,C1=CC=C(C=C1)C[C@H](CCCC(=O)NC2=CC=CC=C2)CCC(=O)NO,36
726,134283813,C1=CC=C(C=C1)CC(CCCC(=O)NC2=CC=CC=C2)CCC(=O)NO,32
727,134283796,C1=CC=C(C=C1)C[C@@H](CCCC(=O)NC2=CC=CC=C2)CCC(=O)NO,51
728,134283799,CCC(CCCC(=O)NC1=CC=CC=C1)CCC(=O)NO,4.9
729,145994016,C1=CC=C(C=C1)C(CCCC(=O)NC2=CC=CC=C2)CCC(=O)NO,12
730,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0.2
731,49850262,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=C(C=C4)C(=O)NO,9.9
732,71680913,C1=CC=C(C=C1)CCNC(=O)C2=CC(=CC=C2)C(=O)NO,6.7
733,134283810,CCCCCCC(CCCC(=O)NC1=CC=CC=C1)CCC(=O)NO,60
734,140846804,CC(CCCC(=O)NC1=CC=CC=C1)CCC(=O)NO,3.3
735,134283792,CCCCC(CCCC(=O)NC1=CC=CC=C1)CCC(=O)NO,53
736,134283813,C1=CC=C(C=C1)CC(CCCC(=O)NC2=CC=CC=C2)CCC(=O)NO,62
737,134283799,CCC(CCCC(=O)NC1=CC=CC=C1)CCC(=O)NO,14
738,145994016,C1=CC=C(C=C1)C(CCCC(=O)NC2=CC=CC=C2)CCC(=O)NO,65
739,11538455,CN1C=C(C2=CC=CC=C21)CNCC3CCN(CC3)C4=NC=C(C=N4)C(=O)NO,0.00216
740,53340666,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=NC=C(C=N3)C(=O)NCCCCCCC(=O)NO,0.379
741,53340426,C1=CC=C(C=C1)N(C2=CC=CC=C2Cl)C3=NC=C(C=N3)C(=O)NCCCCCCC(=O)NO,0.318
742,155155878,C1=CC(=CC=C1CNC(=O)C2=C(C(=C(C(=C2F)F)F)F)F)C(=O)NO,>1
743,4261,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,0.74
744,145980171,CN(CCCCC(CO[N+](=O)[O-])O[N+](=O)[O-])CC1=NC=C(C=C1)COC(=O)NCC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3N.Cl.Cl.Cl,0.39
745,145993051,C1=CC=C(C=C1)S(=O)(=O)C2=[N+](ON=C2OCCOC3=NC=C(C=C3)COC(=O)NCC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)[O-],0.37
746,5280953,CC1=NC=CC2=C1NC3=C2C=CC(=C3)OC,>10
747,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0.48
748,145979160,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)C2=NC(=C3C(=C2)C4=CC=CC=C4N3)C5=CC(=CC=C5)OC,0.37
749,145980347,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)C2=NC(=C3C(=C2)C4=CC=CC=C4N3)C,0.93
750,145980924,CCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)C2=NC=C3C(=C2)C4=CC=CC=C4N3,2.82
751,145981665,CCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)C2=NC(=C3C(=C2)C4=CC=CC=C4N3)C5=CC=CC=C5OC,0.26
752,145987823,CCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)C2=NC(=C3C(=C2)C4=CC=CC=C4N3)C,0.85
753,145988992,CN(CC1=CC=C(C=C1)C(=O)NO)C(=O)C2=NC=C3C(=C2)C4=CC=CC=C4N3,5.63
754,145989067,CCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)C2=NC(=C3C(=C2)C4=CC=CC=C4N3)C5=CC(=CC=C5)OC,0.23
755,145990399,CCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)C2=NC=C3C(=C2)C4=CC=CC=C4N3,4.78
756,145990872,CCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)C2=NC(=C3C(=C2)C4=CC=CC=C4N3)C5=CC=CC=C5OC,0.83
757,145991220,CCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)C2=NC(=C3C(=C2)C4=CC=CC=C4N3)C,1.75
758,145992467,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)C2=NC(=C3C(=C2)C4=CC=CC=C4N3)C5=CC=CC=C5OC,0.34
759,145993428,CN(CC1=CC=C(C=C1)C(=O)NO)C(=O)C2=NC(=C3C(=C2)C4=CC=CC=C4N3)C5=CC=CC=C5OC,0.96
760,145993768,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)C2=NC=C3C(=C2)C4=CC=CC=C4N3,2.69
761,145994163,CC1=C2C(=CC(=N1)C(=O)N(C)CC3=CC=C(C=C3)C(=O)NO)C4=CC=CC=C4N2,3.06
762,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,0.138
763,6918638,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)/C=C/C(=O)NO,0.025
764,145965019,C1=CC=C(C=C1)CNC(=O)[C@H](CC2=CNC3=CC=CC=C32)NS(=O)(=O)C4=CC=CC(=C4)C(=O)NO,>20
765,145966296,C[C@@H](C(=O)NC1=CC=CC=C1)NS(=O)(=O)C2=CC=CC(=C2)C(=O)NO,>20
